Cluster,Stylisation,Indicator,Dimension,Lag,Year,FE,N_author,Impact,SE,L.bound,U.bound,n.obs,p,BIC
,Concepts,HEL,Nonconformity,y_3,2018,0,0,-0.0191940709761952,0.016262134343337,-0.0499625426293455,0.0125708864897258,3003,0.233352771322496,26419.3179000605
MKTG,Concepts,HEL,Nonconformity,y_3,2013,0,1,-0.0611321436919414,0.0333764978214744,-0.120584038048812,0.00233892690864712,628,0.058762139982391,5091.69381258383
MKTG,Concepts,HEL,Nonconformity,y_3,2018,0,1,0.0548340506303442,0.0337106480868073,-0.0126080437360081,0.126882660234809,698,0.113289676233181,6132.03730364274
FINAC,Concepts,HEL,Nonconformity,y_3,2013,0,1,0.0906775932531509,0.0483012191496991,-0.00783861819411036,0.198975926939696,568,0.0723295148973637,5076.85396780251
FINAC,Concepts,HEL,Nonconformity,y_3,2018,0,1,0.0180901424251994,0.0350534699590819,-0.0495075648472101,0.0904953051380632,754,0.609028690734987,6896.94484417763
MGMT,Concepts,HEL,Nonconformity,y_3,2013,0,1,-0.00981973547170178,0.0244662453109661,-0.0561813380613827,0.0388192094522244,1629,0.686696566188971,13509.5890129114
MGMT,Concepts,HEL,Nonconformity,y_3,2018,0,1,-0.0600248162383716,0.0212492810367859,-0.0983687261931242,-0.0200502447556415,1551,0.00357831736526813,13284.6344233677
,Concepts,HEL,Nonconformity,y_3,2013,0,1,-0.0126662093516343,0.0187421386052801,-0.0482767843242722,0.0242768045370612,2825,0.496421511555726,23729.2265302166
,Concepts,HEL,Nonconformity,y_3,2018,0,1,-0.027335020790223,0.0161694942062054,-0.0576770226473017,0.00398396783128896,3003,0.0865166825815101,26358.7540782856
MKTG,Concepts,HEL,Nonconformity,y_5,2013,0,0,-0.0659978011581024,0.0338662764177613,-0.125981003646801,-0.00189800098009429,628,0.0437935745923228,5912.80949994086
MKTG,Concepts,HEL,Nonconformity,y_5,2018,0,0,0.0921141213805712,0.0344172249577808,0.0208737285618859,0.168325935665955,698,0.0104608447846408,7022.56955924073
FINAC,Concepts,HEL,Nonconformity,y_5,2013,0,0,0.0926045282662606,0.0481282063221671,-0.00574864252961072,0.200686975399469,568,0.0657425509339857,5758.08147519345
FINAC,Concepts,HEL,Nonconformity,y_5,2018,0,0,0.0267398489472761,0.0367409656036156,-0.0445973287885444,0.10340356917733,754,0.472613411031425,7800.55976171582
MGMT,Concepts,HEL,Nonconformity,y_5,2013,0,0,-0.0027334351782593,0.0245212189259726,-0.0495292433291229,0.0463663340835834,1629,0.911120853170512,15749.4401843646
MGMT,Concepts,HEL,Nonconformity,y_5,2018,0,0,-0.0350736465587352,0.0218922467739911,-0.0756010287352662,0.00723053195480983,1551,0.102916888017597,15464.1219046225
,Concepts,HEL,Nonconformity,y_5,2013,0,0,-0.00821739829202961,0.0187363883870052,-0.0439776558455857,0.0288804807388023,2825,0.659653540243147,27455.5092150954
,Concepts,HEL,Nonconformity,y_5,2018,0,0,-0.00056702297300415,0.0165664461545963,-0.0324970660788483,0.0324167922889709,3003,0.972688240342816,30294.9989127663
MKTG,Concepts,HEL,Nonconformity,y_5,2013,0,1,-0.0659939448283531,0.0338804646977535,-0.126001699912292,-0.00186612375589645,628,0.0438946876597944,5913.06353154604
MKTG,Concepts,HEL,Nonconformity,y_5,2018,0,1,0.0825556558735738,0.0343837093109207,0.0120052533108832,0.158024372136192,698,0.0210525885995195,7001.2951147067
FINAC,Concepts,HEL,Nonconformity,y_5,2013,0,1,0.0857386199112298,0.0480591254420082,-0.0118627204098334,0.19298034303054,568,0.0869607698671188,5757.32145334491
FINAC,Concepts,HEL,Nonconformity,y_5,2018,0,1,0.00879823866632479,0.0360869552246662,-0.0600883268378389,0.0827335327291989,754,0.80820655684858,7762.34049278513
MGMT,Concepts,HEL,Nonconformity,y_5,2013,0,1,-0.0129817306041401,0.0247095740664748,-0.0596438616980152,0.0359958577824939,1629,0.596935580115204,15737.1675816904
MGMT,Concepts,HEL,Nonconformity,y_5,2018,0,1,-0.0407476485928576,0.0217489646042227,-0.0807786131276733,0.00102661537392623,1551,0.055775551007718,15446.1122535577
,Concepts,HEL,Nonconformity,y_5,2013,0,1,-0.0150385047158467,0.0188049857643989,-0.0506804597777606,0.0219416182724728,2825,0.420368232988227,27431.6496263843
,Concepts,HEL,Nonconformity,y_5,2018,0,1,-0.0104209286483727,0.0164325686025976,-0.0417847595379113,0.0219694877582082,3003,0.523805382295984,30216.3662985665
MKTG,Concepts,HZ,Nonconformity,y_3,2013,0,0,-0.0188942759325877,0.0324277900331428,-0.0793104272075403,0.0454864160982758,628,0.556376794220334,5095.69082362463
MKTG,Concepts,HZ,Nonconformity,y_3,2018,0,0,0.108388210502056,0.0336679744839436,0.0376088466234747,0.183995712042878,698,0.0022392120855,6143.10539527915
FINAC,Concepts,HZ,Nonconformity,y_3,2013,0,0,0.072724084213704,0.0480846387599295,-0.0237561464752185,0.178739263450757,568,0.144303141779453,5076.32253214758
FINAC,Concepts,HZ,Nonconformity,y_3,2018,0,0,-0.0468840264046014,0.0366566704686909,-0.11295932727608,0.0241131968989679,754,0.190210129000966,6929.25051621415
MGMT,Concepts,HZ,Nonconformity,y_3,2013,0,0,0.0187717606534081,0.0244348001889009,-0.02886868488249,0.0687492866804078,1629,0.446587097435819,13518.8530401491
MGMT,Concepts,HZ,Nonconformity,y_3,2018,0,0,-0.0253871453150047,0.0217087908112516,-0.0659855848511841,0.0169759707251342,1551,0.23619886381323,13300.1795917818
,Concepts,HZ,Nonconformity,y_3,2013,0,0,0.0104132741397338,0.0185584711401818,-0.0256790435701101,0.0478425798195805,2825,0.576704477085925,23747.5395570673
,Concepts,HZ,Nonconformity,y_3,2018,0,0,-0.00558745810746164,0.016541418134758,-0.0373098848966631,0.027180281545774,3003,0.734810780301358,26420.6243605922
MKTG,Concepts,HZ,Nonconformity,y_3,2013,0,1,-0.0203188301884563,0.0324641626364163,-0.0807127952994716,0.0440428079230975,628,0.527170595773708,5094.87406637912
MKTG,Concepts,HZ,Nonconformity,y_3,2018,0,1,0.101152030777562,0.0336103562248646,0.0309511727192173,0.176133096281745,698,0.00414537261983918,6126.4843089718
FINAC,Concepts,HZ,Nonconformity,y_3,2013,0,1,0.0636554105973608,0.0480509237775704,-0.0319452213417342,0.168697120695092,568,0.199039373704821,5078.42790624512
FINAC,Concepts,HZ,Nonconformity,y_3,2018,0,1,-0.0637950111392593,0.0363171052895722,-0.128117873009586,0.00527325200849771,754,0.0695015903315735,6893.92196094886
MGMT,Concepts,HZ,Nonconformity,y_3,2013,0,1,0.00947990559988643,0.0245410799911841,-0.0379264535731685,0.0592222222456225,1629,0.700631810450345,13509.6039617418
MGMT,Concepts,HZ,Nonconformity,y_3,2018,0,1,-0.0293674476765391,0.021571707206635,-0.0695501251804888,0.012550570564277,1551,0.167039964606507,13291.2106174481
,Concepts,HZ,Nonconformity,y_3,2013,0,1,0.00341130742784457,0.0186017168250671,-0.0325129052340478,0.0406694387149655,2825,0.854739474641568,23729.6559784968
,Concepts,HZ,Nonconformity,y_3,2018,0,1,-0.0140644648964369,0.016433353411518,-0.0453142856325245,0.0182082592740911,3003,0.388729172633255,26360.950861198
MKTG,Concepts,HZ,Nonconformity,y_5,2013,0,0,-0.0220049393971161,0.0328597416426711,-0.0830062015616551,0.0430543152991105,628,0.498316861403932,5916.41758183153
MKTG,Concepts,HZ,Nonconformity,y_5,2018,0,0,0.134235349631126,0.0343484704503917,0.060390204801676,0.213223040468818,698,0.000245332312272876,7016.02006539797
FINAC,Concepts,HZ,Nonconformity,y_5,2013,0,0,0.0967330696067263,0.0474086434802722,-0.000583239557406801,0.20352536957287,568,0.0514558979444991,5757.6737079215
FINAC,Concepts,HZ,Nonconformity,y_5,2018,0,0,-0.0363632176320784,0.0373842873756944,-0.104445942863523,0.0368953620751553,754,0.321776910419362,7800.09718178737
MGMT,Concepts,HZ,Nonconformity,y_5,2013,0,0,0.0192028995061475,0.0246633440802104,-0.0288928002744435,0.0696806188393055,1629,0.440576865994684,15748.8579500353
MGMT,Concepts,HZ,Nonconformity,y_5,2018,0,0,-0.00371491580588013,0.0223634333014213,-0.0464404073842172,0.0409249476111409,1551,0.867822541406623,15466.7571703569
,Concepts,HZ,Nonconformity,y_5,2013,0,0,0.0157059899176892,0.018569868924444,-0.0205972648258754,0.0533548875287326,2825,0.401354269166214,27454.9993536219
,Concepts,HZ,Nonconformity,y_5,2018,0,0,0.0148981893127602,0.0168470544972844,-0.0180661335734442,0.0489691514752941,3003,0.380053652125547,30294.2300015337
MKTG,Concepts,HZ,Nonconformity,y_5,2013,0,1,-0.0233773440698347,0.0329459085411447,-0.0844476393668138,0.0417665368875875,628,0.47276165664389,5916.61671839474
MKTG,Concepts,HZ,Nonconformity,y_5,2018,0,1,0.124216825775549,0.034293768214327,0.0511366345431135,0.202377911513094,698,0.000639637455350491,6995.22523587721
FINAC,Concepts,HZ,Nonconformity,y_5,2013,0,1,0.0855994324919764,0.047250430042302,-0.0104221434916086,0.190938257233434,568,0.0821695801382526,5757.22559399847
FINAC,Concepts,HZ,Nonconformity,y_5,2018,0,1,-0.0555162607353444,0.0369407733668755,-0.12148244952979,0.0154032019711992,754,0.122062909730572,7760.01501729806
MGMT,Concepts,HZ,Nonconformity,y_5,2013,0,1,0.00988532319681101,0.0247725650258304,-0.0379766461288341,0.060128490544844,1629,0.691305702596635,15737.2897982838
MGMT,Concepts,HZ,Nonconformity,y_5,2018,0,1,-0.00915497325414227,0.0221504681960808,-0.0512512401993718,0.0348091176775938,1551,0.677986802171555,15449.6034826223
,Concepts,HZ,Nonconformity,y_5,2013,0,1,0.00854401827169071,0.0186130758898916,-0.0275856055690766,0.0460160221989221,2825,0.647611228107769,27432.0905551239
,Concepts,HZ,Nonconformity,y_5,2018,0,1,0.00441698362400489,0.0166938335107459,-0.027915024572155,0.0378243697762295,3003,0.791775979840111,30216.7032997198
MKTG,Topics,k,Variety,y_3,2013,0,0,-0.00679152244086578,0.0353754787011399,-0.0733222067871567,0.0645157217755388,628,0.847241855641883,5096.00091538229
MKTG,Topics,k,Variety,y_3,2018,0,0,0.00818758328177127,0.0325824654577651,-0.0541830352139702,0.074671147724112,697,0.80238251284946,6144.80222752934
FINAC,Topics,k,Variety,y_3,2013,0,0,-0.0611855192105616,0.0542530699802102,-0.155889149495217,0.0441432293079485,568,0.244522499792122,5077.08974994878
FINAC,Topics,k,Variety,y_3,2018,0,0,0.038440008593003,0.0384580186810413,-0.0369565379102435,0.11973934084621,754,0.326691755594307,6929.99830768345
MGMT,Topics,k,Variety,y_3,2013,0,0,-0.0526738955790249,0.0225804498991085,-0.0936853689907853,-0.00980661967455776,1628,0.01655681124416,13506.1195489281
MGMT,Topics,k,Variety,y_3,2018,0,0,-0.0719824853214223,0.0224518202260048,-0.111934193066207,-0.0302334569960423,1550,0.000876816602587197,13282.4310881207
,Topics,k,Variety,y_3,2013,0,0,-0.0629305065287071,0.0182332306781184,-0.0958267683530957,-0.0288373899378404,2824,0.00036413276700092,23727.5357198651
,Topics,k,Variety,y_3,2018,0,0,-0.0325302005001136,0.0165683249171086,-0.0634425276442504,-0.000597570814305004,3001,0.04592937008917,26401.0926429779
MKTG,Topics,k,Variety,y_3,2013,0,1,-0.00778558393795104,0.0352715997306562,-0.0740611793940176,0.0632337963722613,628,0.824628299162659,5095.22679930683
MKTG,Topics,k,Variety,y_3,2018,0,1,0.0119536239567897,0.0322162962363897,-0.0499684046268102,0.0779116631768591,697,0.712245021519557,6127.24492367837
FINAC,Topics,k,Variety,y_3,2013,0,1,-0.0603240892351024,0.0540321501058985,-0.154748706571788,0.0446488803235805,568,0.249509716817857,5078.74450630687
FINAC,Topics,k,Variety,y_3,2018,0,1,0.0474326797522715,0.0373398131133711,-0.0264855254197822,0.126963437380943,754,0.214572161490311,6895.66190943174
MGMT,Topics,k,Variety,y_3,2013,0,1,-0.0508230138938666,0.0225087108905473,-0.0917869242315372,-0.00801147330848906,1628,0.0204860300554649,13496.7831756846
MGMT,Topics,k,Variety,y_3,2018,0,1,-0.0710204713402018,0.0223902307324243,-0.110906275499412,-0.0293453424679867,1550,0.00100112394911967,13274.2206475976
,Topics,k,Variety,y_3,2013,0,1,-0.0622593185606057,0.0181770255921539,-0.0950794622463258,-0.0282488362908757,2824,0.000405569860930277,23709.5423058594
,Topics,k,Variety,y_3,2018,0,1,-0.0313249467055002,0.0164309671334149,-0.0620232991478023,0.000378109629569634,3001,0.0527506828816279,26342.4549507972
MKTG,Topics,k,Variety,y_5,2013,0,0,-0.0106772116797805,0.035754567474444,-0.077633184247675,0.061139194054127,628,0.76400111887836,5916.7877589574
MKTG,Topics,k,Variety,y_5,2018,0,0,0.0376254115707959,0.0331773412965255,-0.0277006508938825,0.107340548697575,697,0.265598883747827,7019.27835174472
FINAC,Topics,k,Variety,y_5,2013,0,0,-0.0473718642353156,0.0539323107494481,-0.142930307279966,0.0588408069481667,568,0.368203383105038,5760.64232723338
FINAC,Topics,k,Variety,y_5,2018,0,0,0.0463919917644959,0.0395280536683625,-0.0316149704665291,0.130682700615854,754,0.251283653693279,7799.75861889764
MGMT,Topics,k,Variety,y_5,2013,0,0,-0.0668964411418731,0.0228373048704199,-0.107741494293468,-0.0241816177877111,1628,0.00243066796167738,15731.4046553557
MGMT,Topics,k,Variety,y_5,2018,0,0,-0.0714499631257464,0.0231157090015989,-0.112580056982213,-0.0284135737955847,1550,0.00134148561946156,15447.2153178516
,Topics,k,Variety,y_5,2013,0,0,-0.0673660835762308,0.0182846800767033,-0.100197372142232,-0.0333368728487103,2824,0.000136591489619219,27432.2763949124
,Topics,k,Variety,y_5,2018,0,0,-0.0231396224403034,0.0168704452809448,-0.0549117897465573,0.00970066803623726,3001,0.165220658960782,30275.0291986251
MKTG,Topics,k,Variety,y_5,2013,0,1,-0.0125005856183819,0.0356894509837318,-0.0792156463032121,0.0590482880046364,628,0.724487610635746,5917.01072637522
MKTG,Topics,k,Variety,y_5,2018,0,1,0.0419206454698371,0.0327099788426275,-0.0227810972668407,0.110906295836069,697,0.209314987686843,6996.69744485658
FINAC,Topics,k,Variety,y_5,2013,0,1,-0.0449593785527788,0.0536200895097209,-0.140233852433357,0.0608728794402718,568,0.390940175614883,5759.50637241937
FINAC,Topics,k,Variety,y_5,2018,0,1,0.0563389079587993,0.0382095970896075,-0.0198800969955261,0.138485082332315,754,0.151449016869644,7760.33559000106
MGMT,Topics,k,Variety,y_5,2013,0,1,-0.0647642081920217,0.0227662581915982,-0.105578057658522,-0.0220879599745323,1628,0.00327106642868622,15719.9016472211
MGMT,Topics,k,Variety,y_5,2018,0,1,-0.0704942885578206,0.0230131529238803,-0.111488135526492,-0.0276090819388348,1550,0.00149040411693766,15430.4322478537
,Topics,k,Variety,y_5,2013,0,1,-0.0663908160803266,0.0182260235101782,-0.0991528770362147,-0.0324372625717999,2824,0.000163777628491637,27409.1741532975
,Topics,k,Variety,y_5,2018,0,1,-0.0220495007666602,0.0166907337591678,-0.0535238072231825,0.0104714585000218,3001,0.181600112022303,30197.1591089153
MKTG,Topics,RR,Balance,y_3,2013,0,0,-0.0033208942788544,0.0370407913302359,-0.0731143145182834,0.0717278897934792,628,0.928442766496168,5096.02999891652
MKTG,Topics,RR,Balance,y_3,2018,0,0,-0.00331826068472596,0.0356172321723485,-0.0705221207095058,0.0687446270833259,697,0.925649829617113,6144.85619574251
FINAC,Topics,RR,Balance,y_3,2013,0,0,-0.0374359096988544,0.0465952830485862,-0.12144758095986,0.054609386824692,568,0.412871017881662,5077.77479242634
FINAC,Topics,RR,Balance,y_3,2018,0,0,0.0434307717338711,0.0351288657975677,-0.0259934093871378,0.117803294037346,754,0.226189604358365,6929.50471868788
MGMT,Topics,RR,Balance,y_3,2013,0,0,-0.0483881403431102,0.0225747889969363,-0.0895750506507128,-0.00533796653213059,1628,0.0280165667146345,13506.9844657411
MGMT,Topics,RR,Balance,y_3,2018,0,0,-0.0653244597006768,0.02241156839656,-0.105492232576365,-0.0233529574035661,1550,0.00257548915459724,13284.2775230155
,Topics,RR,Balance,y_3,2013,0,0,-0.0527654750653648,0.0180565807667317,-0.0857020848074992,-0.0186423589960477,2824,0.0026807994315469,23731.1094158666
,Topics,RR,Balance,y_3,2018,0,0,-0.0286472793222911,0.0166862545475857,-0.0599009900466032,0.00364546497582241,3001,0.0815276768678,26402.0222913057
MKTG,Topics,RR,Balance,y_3,2013,0,1,-0.00377510225600786,0.0369244331988361,-0.0733254049179504,0.0709952038742929,628,0.918413733385314,5095.26552359789
MKTG,Topics,RR,Balance,y_3,2018,0,1,0.00143068222060694,0.0352030757873728,-0.0653349983682061,0.0729656182075629,697,0.967605388278793,6127.37962204168
FINAC,Topics,RR,Balance,y_3,2013,0,1,-0.0372745847462053,0.0464479157011391,-0.121046500689922,0.0544815236563725,568,0.413447580682065,5079.40384111474
FINAC,Topics,RR,Balance,y_3,2018,0,1,0.0480815883726005,0.0342286990997147,-0.0199244153560332,0.120806428704861,754,0.170066537317065,6895.33303815287
MGMT,Topics,RR,Balance,y_3,2013,0,1,-0.0462963518663599,0.0224969518185589,-0.0874345887094302,-0.00330361285871261,1628,0.0351128803758074,13497.6688991451
MGMT,Topics,RR,Balance,y_3,2018,0,1,-0.0637506329976298,0.0223410534726132,-0.103862197529658,-0.0218436552994886,1550,0.00319282034576272,13276.2220868517
,Topics,RR,Balance,y_3,2013,0,1,-0.0518640781050862,0.0179968797815059,-0.0847249389243322,-0.0178234231237302,2824,0.003083808578513,23713.1759714514
,Topics,RR,Balance,y_3,2018,0,1,-0.0271113313224409,0.0165426963513656,-0.0581494917073884,0.00494967439900074,3001,0.0966138691062112,26343.4287101169
MKTG,Topics,RR,Balance,y_5,2013,0,0,-0.0092130255475299,0.0374855710406275,-0.0793967314307666,0.0663212507058948,628,0.804974457964154,5916.81684397299
MKTG,Topics,RR,Balance,y_5,2018,0,0,0.025604651432501,0.0362021059024362,-0.0446451924130978,0.101020157837329,697,0.484947943155129,7020.0310965339
FINAC,Topics,RR,Balance,y_5,2013,0,0,-0.0265853749262384,0.0463770895830466,-0.111164039844749,0.0660415136016637,568,0.561239466565014,5761.11574890441
FINAC,Topics,RR,Balance,y_5,2018,0,0,0.0532018044395368,0.0359471729147386,-0.0184480155001009,0.130081807577264,754,0.149309918714225,7799.01207320499
MGMT,Topics,RR,Balance,y_5,2013,0,0,-0.0615653189682937,0.0228573220317509,-0.102678938319825,-0.018567948339357,1628,0.00543686433732728,15732.7570827232
MGMT,Topics,RR,Balance,y_5,2018,0,0,-0.0629650816797948,0.0230555331372772,-0.104365385905137,-0.0196510671500743,1550,0.0047906108474279,15449.4140566724
,Topics,RR,Balance,y_5,2013,0,0,-0.057717718089782,0.018131243538116,-0.090615217507545,-0.023630133365142,2824,0.00104215560808699,27435.9115774492
,Topics,RR,Balance,y_5,2018,0,0,-0.0193741789898777,0.0169795806636972,-0.0514717297544383,0.0138095310357207,3001,0.249228120591298,30275.6209043678
MKTG,Topics,RR,Balance,y_5,2013,0,1,-0.0104063678599903,0.0374073299684394,-0.0803645267657799,0.0648736214230854,628,0.779747419178365,5917.05670800991
MKTG,Topics,RR,Balance,y_5,2018,0,1,0.0307897402526007,0.0356768133048283,-0.0388261899242692,0.105447815443814,697,0.395325783634644,6997.55471513585
FINAC,Topics,RR,Balance,y_5,2013,0,1,-0.0250500154736549,0.0461450559616882,-0.109357133390015,0.0672375067077913,568,0.582478032552168,5759.94205104153
FINAC,Topics,RR,Balance,y_5,2018,0,1,0.0580531028538376,0.0349027458886424,-0.011906155065426,0.132965632968556,754,0.105922917256409,7759.80196076174
MGMT,Topics,RR,Balance,y_5,2013,0,1,-0.0590368456608553,0.022777641738282,-0.100120715943073,-0.0160772966878725,1628,0.00755049124864323,15721.315027846
MGMT,Topics,RR,Balance,y_5,2018,0,1,-0.0611851625249362,0.0229395787284574,-0.102460150038665,-0.018012070326127,1550,0.00591750680523621,15432.8268953283
,Topics,RR,Balance,y_5,2013,0,1,-0.0563225463091245,0.0180662517577537,-0.0891527370185511,-0.0223090381920249,2824,0.00133293689755344,27412.9322339781
,Topics,RR,Balance,y_5,2018,0,1,-0.0179073672626375,0.0167928304211633,-0.0497051624392723,0.0149544132563681,3001,0.281912373124243,30197.7806029118
